besaran,patch,rho_lantai,rho_atap,ambang,strategi_latar,epochs,seed,sumber
phi,7,-0.018350393235445524,0.15717102242338468,0.06941031459396957,nol,35,0,notebooks/08_kesetiaan_atensi.ipynb
