uji,koef_auc_uci,p_auc_uci,koef_mamba2,p_mamba2,koef_mamba3,p_mamba3,r2,df,sumber
regresi_kendali_plafon,1.3643605191864419,0.0008987283031762772,-0.040555560628056986,0.025955913602168534,-0.01724561442410666,0.3775384446169905,0.8537128794183744,11,B1 kontrol perancu plafon
