amplitudo_px,auc,sensitivitas,spesifisitas,rho_median,rho_nol_median,n_rekaman,massa,massa_bila_rata,rank_accuracy,pointing_game,gini
0.1,0.49744338933528126,0.4594594594594595,0.5405405405405406,-0.0533203349175862,-0.020675785906745736,37,0.2544115048504344,0.2631578947368421,0.25,0.0,0.25755855490746504
0.2,0.4967129291453616,0.4594594594594595,0.5405405405405406,-0.05209037386740402,-0.01990515916713169,37,0.25428318145043727,0.2631578947368421,0.25,0.0,0.25780868680359004
0.5,0.508400292184076,0.43243243243243246,0.5675675675675675,-0.051389623418161265,-0.018892147448828236,37,0.2537717696084743,0.2631578947368421,0.24742268041237114,0.0,0.2599144362748047
1.0,0.5463842220598978,0.40540540540540543,0.6756756756756757,-0.04284498552593418,-0.022084126180109485,37,0.2518539847098837,0.2631578947368421,0.2647058823529412,0.0,0.2857431119866958
2.0,0.9853907962016071,0.8918918918918919,0.972972972972973,0.20095542132964672,-0.005779362128211925,37,0.99592908281432,0.2631578947368421,0.4,1.0,0.9690549358664966
5.0,1.0,0.972972972972973,1.0,0.26885327839269346,0.010633102457924563,37,0.994818104659965,0.2631578947368421,0.49504950495049505,1.0,0.9305563742555272
