auc_dalam_tugas,auc_lintas_tugas,selisih,perancu_subjek_rata2,loto_mamba2,loto_gru,patch,epochs,seed,sumber
0.8511333560036587,0.5974379246052062,0.2536954313984525,0.01606681769208769,0.7508709377598551,0.7255900865211901,7,35,0,notebooks/11_lintas_tugas.ipynb
